Comments,Class0,Class1,Class2,Class3,Class4,Class5
মেয়েটির এই ভাবে ভিডিও করা ঠিক হয়নি সব দোহতো ঐ সালা ডিসির পারলে ডিসির ভিডিও করে পচার করো সেটা তো কারন সে পুরুষ আর এটা একজন নারী তাই খুব সহজে আনেক কিছু করা জায় সাংবাদিক কত বড় হারামি মেয়েটা মুখ লুকিয়ে রিক্শায় উঠছে তাও ভিডিও করছে আরে ভাই ওতো কারো মা বা বোন পরিস্থিতির সিকার হয়ে হয়তোবা তাকে এই কাজটি করতে হয়েছে অপমান করতে হলে ডিসি কে করুন ,1,0,0,0,0,0
আবার বিবাহ করতে স্ত্রীর অনুমতি লাগে না,0,0,0,0,1,0
আলতু ফালতু টপিক পোশাক নিয়ে পড়ে থাকলে হবে,0,0,0,0,0,1
ঘর থেকে বের হতে চাইলে ওড়না ছাড়া বের হওয়া যাবে না  ,0,1,0,0,0,0
কালা রে কালা,1,0,0,0,0,0
জাতি দেখতে চায় আপনার মত নারিবাদি মহিলাকে কোন ছেলে বিয়ে করে,0,0,0,0,1,0
শ্রেষ্ঠ রমণী তো সেই যে তার জীবন ও সম্পদে স্বামীর অপছন্দনীয় বিরুদ্ধাচরণ করে না ,0,0,0,0,1,0
খানকি মাগিরে কুত্তা দিয়ে চুূদামু,0,0,0,1,0,0
রানে অলআউট হয়আবার ভাব চোদায়  লজ্জা থাকলে আবার ছেলেটার সাথে ঝগড়া করতি না ,1,0,0,0,0,0
আওয়ামীলীগ সরকার আপনাকে বুঝি ব্লাউজ দেয়নি ,1,0,0,0,0,0
এঔ হিজলা অপু তোর মায়রে ঘোরা দিয়া চুদা দিলে তুই ঠিক হবি,0,0,0,1,0,0
বাংলার সানাই লিওন ,1,0,0,0,0,0
এর জন্মের সমস্যা আছে এ মেয়ে জাতির কলঙ্ক একে চরম শাস্তি দেয়া উচিত,1,0,0,0,0,0
শালি তোর মুখের সাতে খবরে সাতে কি মিল আছে,1,0,0,0,0,0
শবনম ফারিয়া মম এরা কেমনে বিচারক হয় এদের বাংলাদেশের সিনেমা জগতের অভিজ্ঞতা কতটুকুন ছিঃ লজ্জার বিষয়  আর দাড়িওয়ালা কুত্তার বাচ্চা এইটা নাম ও জানিনা কুত্তার বাচ্চার ইতা নাকি বিচারক যত্তসব আবাল ঢাকায় চ্যানেলের কাছে অনুরোধ আমার কমেন্ট বিচারকদের কাছে দয়া করে পৌঁছে দিবেন প্লিজ  ফেরদৌস স্যার পূর্ণিমা ম্যাম এরাই বাংলাদেশের লিজেন্ড  বালের রানা চরিত্রের জন্য আবাল বিচারকদের অনুষ্ঠান প্রচারনা করতে গিয়ে আপনাদের চ্যানেলটারও সম্মান রাখলেন না   ,1,0,0,0,0,0
তর মায়রে চুদি,0,0,0,1,0,0
নারীবাদী ডাডা দের পিরিয়ড হয় না কিন্তু ব্যাথা অনুভব ঠিকই করে ,0,0,0,0,1,0
নারীর কাছ থেকে পুরুষের মত কাজ আশা করলে তাকে অবশ্যই সমান শিক্ষা দিতে হবে,0,0,0,0,0,1
আমি তোর মাকে আর তোকে এক সাথে চুদবো হাজার দিবো রাজি,0,0,0,1,0,0
আজ সমাজে এমন ভগ্নদশয়ের মূল কারণ হচ্ছে নারীদের এমন ছোট ছোট পোশাক  ,0,1,0,0,0,0
ইসলামকে নিচু করে দেখানোর জন্যই নগ্নতাকে সমর্থন করা হচ্ছে  ,0,1,0,0,0,0
মেয়ে বা ছেলে হিসেবে বিচার না করে তাদের কর্ম দিয়ে বিচার করা উচিত,0,0,0,0,0,1
আগে নারীদেরকে কেবল একটি অস্থাবর সম্পদ হিসাবে বিবেচনা করা হতো,0,0,0,0,0,1
বেশিরভাগ মেয়েরাই বিভিন্ন প্রকার গ্রুপের কাজে আকাইম্মা  ,0,1,0,0,0,0
কই এদের বাবা মা কোথায় লজ্জা শরম কিছুই নাই দেখি ,0,1,0,0,0,0
ইসলামে কোন মহিলার থেকে পারমিশন নেয়ার কোন কথা নাই ,0,0,0,0,1,0
মার্জুক রাসেলের পক্ষ থেকে সহমত জ্ঞাপন করছি,0,0,0,0,0,1
মিথিলা এবং তাদের পরিবার সব কুত্তার বাচ্চাদেরকে হাতিদিয়া চুদাও শ্রীজিৎ পরিবারকে,0,0,0,1,0,0
মেয়েটারও ভুল আছে  সে জানে ওর বউ বাচ্চা আছে  তাহলে কেন সে সম্পর্কে জরাবি  অবশ্যই সে খারাপ,0,0,0,0,1,0
পতিতালয়ের বিগবস মনে হচ্ছে,1,0,0,0,0,0
মাগী তোর বোদার মদ্যে চুলকানী বেসি তোরে চুদে চুদে তোর বোদা ফাটিয়ে ফেলবো আর যদি এমন খারাফ ভিডিও ছাড়বী,0,0,0,1,0,0
রানু একটা আস্ত বদমাইশ ওকে জারা সহযোগিতা করবে তারা ও বদমাইশের আওতায় পরবে কারন যে ভগবান ওকে ডাস্টবিন থেকে তুলে সাবান ছোডা দিয়ে ধুয়ে জাতে উঠালো সে ওর কাছে ভগবান হোলোন না রানুর সামনে অতিন্দ্র সাখ্খাত ভগবান অতিন্দ্রকে অপমানের সাজা পাওয়ার দরকার রানুর বেইমান রানু পাগলি,1,0,0,0,0,0
এদের অনুসারী মেয়েদের বিয়ে করার দরকার নাই  বিয়ে ছাড়াই এর ওর সাথে থাকলেই চলবে ,0,0,0,0,1,0
কুতা দিয়া চুদা মিথিলাকে,0,0,0,1,0,0
পুরাই একটা জিনিস,0,0,0,0,1,0
ফারহা খান নামটা পাল্টে কুত্তা নাম রাখিস আমাদের মুসলমানের টাইটেল কেনো নিয়েছিস মুসলমানের টাইটেল কেন রেখেছিস ফারহা খান মরে দেখ মসজিদ পাথরের ঘর নাকি না জান্নাত জাহান্নাম আল্লাহর কাছে চাইবো মসজিদে জুম্মার দিনে ফজর টাইমে চাইলে আল্লাহ সব মানে ফারহা খানের জন্য জাহান্নাম চাইবো এটা বলবি জাহান্নাম বলে জিনিস নাই সব বলেছিস মেনে নিয়েছি মুসলমানকে টছোট করেছিস তাও মেনে নিয়েছি মুসলমানকে মেরেছিস তাও মেনে নিয়েছি কিন্তু আল্লাহর ঘর কে পাথরের বললি এটা মেনে নিলাম না,0,1,0,0,0,0
